calligrapher_id,character,std_glyph_key,calligrapher,character_id,glyph_id,script_id,script,image_path
642,平,kai/U+05E73,碑刻,1617,1617,0,楷,final_images/72738.png
642,平,kai/U+05E73,碑刻,1617,1617,0,楷,final_images/72739.png
0,平,kai/U+05E73,others,1617,1617,0,楷,final_images/72740.png
0,平,kai/U+05E73,others,1617,1617,0,楷,final_images/72741.png
847,平,kai/U+05E73,郑道昭,1617,1617,0,楷,final_images/72742.png
461,平,kai/U+05E73,柳公权,1617,1617,0,楷,final_images/72743.png
956,平,kai/U+05E73,颜真卿,1617,1617,0,楷,final_images/72744.png
130,平,kai/U+05E73,古文四声韵,1617,1617,0,楷,final_images/72745.png
130,平,kai/U+05E73,古文四声韵,1617,1617,0,楷,final_images/72746.png
130,平,kai/U+05E73,古文四声韵,1617,1617,0,楷,final_images/72747.png
130,平,kai/U+05E73,古文四声韵,1617,1617,0,楷,final_images/72748.png
703,平,kai/U+05E73,苏轼,1617,1617,0,楷,final_images/72749.png
572,平,kai/U+05E73,王庭筠,1617,1617,0,楷,final_images/72750.png
377,平,kai/U+05E73,智永,1617,1617,0,楷,final_images/72751.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72842.png
801,平,li/U+05E73,赵孟𫖯,1617,29721,4,隶,final_images/72843.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72844.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72845.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72846.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72847.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72848.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72849.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72850.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72851.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72852.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72853.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72854.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72855.png
0,平,li/U+05E73,others,1617,29721,4,隶,final_images/72856.png
49,平,li/U+05E73,伊秉绶,1617,29721,4,隶,final_images/72857.png
61,平,li/U+05E73,俞樾,1617,29721,4,隶,final_images/72858.png
182,平,li/U+05E73,吴熙载,1617,29721,4,隶,final_images/72859.png
507,平,li/U+05E73,汪士慎,1617,29721,4,隶,final_images/72860.png
844,平,li/U+05E73,郑簠,1617,29721,4,隶,final_images/72861.png
855,平,li/U+05E73,金农,1617,29721,4,隶,final_images/72862.png
881,平,li/U+05E73,阮元,1617,29721,4,隶,final_images/72863.png
919,平,li/U+05E73,陈鳣,1617,29721,4,隶,final_images/72864.png
631,平,li/U+05E73,睡虎地简牍,1617,29721,4,隶,final_images/72865.png
456,平,li/U+05E73,林直勉,1617,29721,4,隶,final_images/72866.png
642,年,kai/U+05E74,碑刻,1618,1618,0,楷,final_images/72876.png
642,年,kai/U+05E74,碑刻,1618,1618,0,楷,final_images/72877.png
801,年,kai/U+05E74,赵孟𫖯,1618,1618,0,楷,final_images/72878.png
0,年,kai/U+05E74,others,1618,1618,0,楷,final_images/72879.png
0,年,kai/U+05E74,others,1618,1618,0,楷,final_images/72880.png
0,年,kai/U+05E74,others,1618,1618,0,楷,final_images/72881.png
609,年,kai/U+05E74,王远,1618,1618,0,楷,final_images/72882.png
716,年,kai/U+05E74,萧显庆,1618,1618,0,楷,final_images/72883.png
847,年,kai/U+05E74,郑道昭,1618,1618,0,楷,final_images/72884.png
308,年,kai/U+05E74,张旭,1618,1618,0,楷,final_images/72885.png
339,年,kai/U+05E74,徐浩,1618,1618,0,楷,final_images/72886.png
424,年,kai/U+05E74,李邕,1618,1618,0,楷,final_images/72887.png
479,年,kai/U+05E74,欧阳询,1618,1618,0,楷,final_images/72888.png
746,年,kai/U+05E74,虞世南,1618,1618,0,楷,final_images/72889.png
760,年,kai/U+05E74,褚遂良,1618,1618,0,楷,final_images/72890.png
760,年,kai/U+05E74,褚遂良,1618,1618,0,楷,final_images/72891.png
760,年,kai/U+05E74,褚遂良,1618,1618,0,楷,final_images/72892.png
956,年,kai/U+05E74,颜真卿,1618,1618,0,楷,final_images/72893.png
736,年,kai/U+05E74,蔡襄,1618,1618,0,楷,final_images/72894.png
797,年,kai/U+05E74,赵佶,1618,1618,0,楷,final_images/72895.png
0,年,kai/U+05E74,others,1618,1618,0,楷,final_images/72896.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73212.png
171,年,li/U+05E74,吴叡,1618,29722,4,隶,final_images/73213.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73214.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73215.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73216.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73217.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73218.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73219.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73220.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73221.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73222.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73223.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73224.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73225.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73226.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73227.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73228.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73229.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73230.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73231.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73232.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73233.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73234.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73235.png
0,年,li/U+05E74,others,1618,29722,4,隶,final_images/73236.png
53,年,li/U+05E74,何绍基,1618,29722,4,隶,final_images/73237.png
61,年,li/U+05E74,俞樾,1618,29722,4,隶,final_images/73238.png
639,年,li/U+05E74,石涛,1618,29722,4,隶,final_images/73239.png
795,年,li/U+05E74,赵之谦,1618,29722,4,隶,final_images/73240.png
855,年,li/U+05E74,金农,1618,29722,4,隶,final_images/73241.png
855,年,li/U+05E74,金农,1618,29722,4,隶,final_images/73242.png
855,年,li/U+05E74,金农,1618,29722,4,隶,final_images/73243.png
920,年,li/U+05E74,陈鸿寿,1618,29722,4,隶,final_images/73244.png
920,年,li/U+05E74,陈鸿寿,1618,29722,4,隶,final_images/73245.png
994,年,li/U+05E74,黄易,1618,29722,4,隶,final_images/73246.png
994,年,li/U+05E74,黄易,1618,29722,4,隶,final_images/73247.png
181,年,li/U+05E74,吴湖帆,1618,29722,4,隶,final_images/73248.png
437,年,li/U+05E74,来楚生,1618,29722,4,隶,final_images/73249.png
130,幵,kai/U+05E75,古文四声韵,1619,1619,0,楷,final_images/73252.png
677,并,kai/U+05E76,繇,1620,1620,0,楷,final_images/73275.png
801,并,kai/U+05E76,赵孟𫖯,1620,1620,0,楷,final_images/73276.png
479,并,kai/U+05E76,欧阳询,1620,1620,0,楷,final_images/73277.png
956,并,kai/U+05E76,颜真卿,1620,1620,0,楷,final_images/73278.png
992,并,kai/U+05E76,黄庭坚,1620,1620,0,楷,final_images/73279.png
216,并,li/U+05E76,墨迹,1620,29724,4,隶,final_images/73343.png
216,并,li/U+05E76,墨迹,1620,29724,4,隶,final_images/73344.png
642,并,li/U+05E76,碑刻,1620,29724,4,隶,final_images/73345.png
801,并,li/U+05E76,赵孟𫖯,1620,29724,4,隶,final_images/73346.png
0,并,li/U+05E76,others,1620,29724,4,隶,final_images/73347.png
0,并,li/U+05E76,others,1620,29724,4,隶,final_images/73348.png
0,并,li/U+05E76,others,1620,29724,4,隶,final_images/73349.png
0,并,li/U+05E76,others,1620,29724,4,隶,final_images/73350.png
0,并,li/U+05E76,others,1620,29724,4,隶,final_images/73351.png
844,并,li/U+05E76,郑簠,1620,29724,4,隶,final_images/73352.png
881,并,li/U+05E76,阮元,1620,29724,4,隶,final_images/73353.png
801,幷,kai/U+05E77,赵孟𫖯,1621,1621,0,楷,final_images/73361.png
479,幷,kai/U+05E77,欧阳询,1621,1621,0,楷,final_images/73362.png
480,幷,kai/U+05E77,欧阳通,1621,1621,0,楷,final_images/73363.png
956,幷,kai/U+05E77,颜真卿,1621,1621,0,楷,final_images/73364.png
992,幷,kai/U+05E77,黄庭坚,1621,1621,0,楷,final_images/73365.png
801,幷,li/U+05E77,赵孟𫖯,1621,29725,4,隶,final_images/73416.png
139,幷,li/U+05E77,史惟则,1621,29725,4,隶,final_images/73417.png
732,幷,li/U+05E77,蔡夫人,1621,29725,4,隶,final_images/73418.png
0,幷,li/U+05E77,others,1621,29725,4,隶,final_images/73419.png
0,幷,li/U+05E77,others,1621,29725,4,隶,final_images/73420.png
0,幷,li/U+05E77,others,1621,29725,4,隶,final_images/73421.png
844,幷,li/U+05E77,郑簠,1621,29725,4,隶,final_images/73422.png
881,幷,li/U+05E77,阮元,1621,29725,4,隶,final_images/73423.png
642,幸,kai/U+05E78,碑刻,1622,1622,0,楷,final_images/73436.png
956,幸,kai/U+05E78,颜真卿,1622,1622,0,楷,final_images/73437.png
377,幸,kai/U+05E78,智永,1622,1622,0,楷,final_images/73438.png
801,幸,li/U+05E78,赵孟𫖯,1622,29726,4,隶,final_images/73477.png
0,幸,li/U+05E78,others,1622,29726,4,隶,final_images/73478.png
589,幸,li/U+05E78,王澍,1622,29726,4,隶,final_images/73479.png
0,幹,kai/U+05E79,others,1623,1623,0,楷,final_images/73483.png
892,幹,kai/U+05E79,陆柬之,1623,1623,0,楷,final_images/73484.png
956,幹,kai/U+05E79,颜真卿,1623,1623,0,楷,final_images/73485.png
0,幹,li/U+05E79,others,1623,29727,4,隶,final_images/73491.png
0,幹,li/U+05E79,others,1623,29727,4,隶,final_images/73492.png
527,幻,kai/U+05E7B,沣,1625,1625,0,楷,final_images/73526.png
642,幻,kai/U+05E7B,碑刻,1625,1625,0,楷,final_images/73527.png
801,幻,kai/U+05E7B,赵孟𫖯,1625,1625,0,楷,final_images/73528.png
0,幻,kai/U+05E7B,others,1625,1625,0,楷,final_images/73529.png
197,幼,kai/U+05E7C,唐,1626,1626,0,楷,final_images/73562.png
453,幼,kai/U+05E7C,构,1626,1626,0,楷,final_images/73563.png
534,幼,kai/U+05E7C,淳,1626,1626,0,楷,final_images/73564.png
760,幼,kai/U+05E7C,褚遂良,1626,1626,0,楷,final_images/73565.png
760,幼,kai/U+05E7C,褚遂良,1626,1626,0,楷,final_images/73566.png
956,幼,kai/U+05E7C,颜真卿,1626,1626,0,楷,final_images/73567.png
979,幼,kai/U+05E7C,魏栖梧,1626,1626,0,楷,final_images/73568.png
795,幼,kai/U+05E7C,赵之谦,1626,1626,0,楷,final_images/73569.png
216,幼,li/U+05E7C,墨迹,1626,29730,4,隶,final_images/73601.png
642,幼,li/U+05E7C,碑刻,1626,29730,4,隶,final_images/73602.png
0,幼,li/U+05E7C,others,1626,29730,4,隶,final_images/73603.png
642,幽,kai/U+05E7D,碑刻,1627,1627,0,楷,final_images/73621.png
0,幽,kai/U+05E7D,others,1627,1627,0,楷,final_images/73622.png
345,幽,kai/U+05E7D,怀仁,1627,1627,0,楷,final_images/73623.png
359,幽,kai/U+05E7D,敬客,1627,1627,0,楷,final_images/73624.png
461,幽,kai/U+05E7D,柳公权,1627,1627,0,楷,final_images/73625.png
479,幽,kai/U+05E7D,欧阳询,1627,1627,0,楷,final_images/73626.png
480,幽,kai/U+05E7D,欧阳通,1627,1627,0,楷,final_images/73627.png
760,幽,kai/U+05E7D,褚遂良,1627,1627,0,楷,final_images/73628.png
703,幽,kai/U+05E7D,苏轼,1627,1627,0,楷,final_images/73629.png
953,幽,kai/U+05E7D,顾恺之,1627,1627,0,楷,final_images/73630.png
171,幽,li/U+05E7D,吴叡,1627,29731,4,隶,final_images/73678.png
0,幽,li/U+05E7D,others,1627,29731,4,隶,final_images/73679.png
0,幽,li/U+05E7D,others,1627,29731,4,隶,final_images/73680.png
0,幽,li/U+05E7D,others,1627,29731,4,隶,final_images/73681.png
0,幽,li/U+05E7D,others,1627,29731,4,隶,final_images/73682.png
507,幽,li/U+05E7D,汪士慎,1627,29731,4,隶,final_images/73683.png
583,幽,li/U+05E7D,王时敏,1627,29731,4,隶,final_images/73684.png
654,幽,li/U+05E7D,程庭鹭,1627,29731,4,隶,final_images/73685.png
688,幽,li/U+05E7D,翁方纲,1627,29731,4,隶,final_images/73686.png
801,幾,kai/U+05E7E,赵孟𫖯,1628,1628,0,楷,final_images/73696.png
479,幾,kai/U+05E7E,欧阳询,1628,1628,0,楷,final_images/73697.png
760,幾,kai/U+05E7E,褚遂良,1628,1628,0,楷,final_images/73698.png
672,幾,kai/U+05E7E,米芾,1628,1628,0,楷,final_images/73699.png
797,幾,kai/U+05E7E,赵佶,1628,1628,0,楷,final_images/73700.png
377,幾,kai/U+05E7E,智永,1628,1628,0,楷,final_images/73701.png
801,幾,li/U+05E7E,赵孟𫖯,1628,29732,4,隶,final_images/73745.png
0,幾,li/U+05E7E,others,1628,29732,4,隶,final_images/73746.png
0,幾,li/U+05E7E,others,1628,29732,4,隶,final_images/73747.png
61,幾,li/U+05E7E,俞樾,1628,29732,4,隶,final_images/73748.png
589,幾,li/U+05E7E,王澍,1628,29732,4,隶,final_images/73749.png
642,广,kai/U+05E7F,碑刻,1629,1629,0,楷,final_images/73754.png
642,广,kai/U+05E7F,碑刻,1629,1629,0,楷,final_images/73755.png
572,庇,kai/U+05E87,王庭筠,1631,1631,0,楷,final_images/73778.png
0,庇,kai/U+05E87,others,1631,1631,0,楷,final_images/73779.png
642,序,kai/U+05E8F,碑刻,1634,1634,0,楷,final_images/73830.png
642,序,kai/U+05E8F,碑刻,1634,1634,0,楷,final_images/73831.png
0,序,kai/U+05E8F,others,1634,1634,0,楷,final_images/73832.png
461,序,kai/U+05E8F,柳公权,1634,1634,0,楷,final_images/73833.png
956,序,kai/U+05E8F,颜真卿,1634,1634,0,楷,final_images/73834.png
873,序,kai/U+05E8F,钱澧,1634,1634,0,楷,final_images/73835.png
377,序,kai/U+05E8F,智永,1634,1634,0,楷,final_images/73836.png
642,序,li/U+05E8F,碑刻,1634,29738,4,隶,final_images/73868.png
642,序,li/U+05E8F,碑刻,1634,29738,4,隶,final_images/73869.png
940,序,li/U+05E8F,韩择木,1634,29738,4,隶,final_images/73870.png
0,序,li/U+05E8F,others,1634,29738,4,隶,final_images/73871.png
0,序,li/U+05E8F,others,1634,29738,4,隶,final_images/73872.png
795,序,li/U+05E8F,赵之谦,1634,29738,4,隶,final_images/73873.png
216,应,kai/U+05E94,墨迹,1635,1635,0,楷,final_images/73874.png
216,应,kai/U+05E94,墨迹,1635,1635,0,楷,final_images/73875.png
216,应,kai/U+05E94,墨迹,1635,1635,0,楷,final_images/73876.png
642,应,kai/U+05E94,碑刻,1635,1635,0,楷,final_images/73877.png
642,应,li/U+05E94,碑刻,1635,29739,4,隶,final_images/73879.png
642,应,li/U+05E94,碑刻,1635,29739,4,隶,final_images/73880.png
642,应,li/U+05E94,碑刻,1635,29739,4,隶,final_images/73881.png
642,应,li/U+05E94,碑刻,1635,29739,4,隶,final_images/73882.png
216,底,kai/U+05E95,墨迹,1636,1636,0,楷,final_images/73896.png
216,底,kai/U+05E95,墨迹,1636,1636,0,楷,final_images/73897.png
216,底,kai/U+05E95,墨迹,1636,1636,0,楷,final_images/73898.png
130,底,kai/U+05E95,古文四声韵,1636,1636,0,楷,final_images/73899.png
828,底,kai/U+05E95,邓石如,1636,1636,0,楷,final_images/73900.png
424,庚,kai/U+05E9A,李邕,1638,1638,0,楷,final_images/73955.png
760,庚,kai/U+05E9A,褚遂良,1638,1638,0,楷,final_images/73956.png
736,庚,kai/U+05E9A,蔡襄,1638,1638,0,楷,final_images/73957.png
216,庚,li/U+05E9A,墨迹,1638,29742,4,隶,final_images/74128.png
216,庚,li/U+05E9A,墨迹,1638,29742,4,隶,final_images/74129.png
216,庚,li/U+05E9A,墨迹,1638,29742,4,隶,final_images/74130.png
216,庚,li/U+05E9A,墨迹,1638,29742,4,隶,final_images/74131.png
216,庚,li/U+05E9A,墨迹,1638,29742,4,隶,final_images/74132.png
171,庚,li/U+05E9A,吴叡,1638,29742,4,隶,final_images/74133.png
855,庚,li/U+05E9A,金农,1638,29742,4,隶,final_images/74134.png
801,府,kai/U+05E9C,赵孟𫖯,1639,1639,0,楷,final_images/74147.png
479,府,kai/U+05E9C,欧阳询,1639,1639,0,楷,final_images/74148.png
956,府,kai/U+05E9C,颜真卿,1639,1639,0,楷,final_images/74149.png
797,府,kai/U+05E9C,赵佶,1639,1639,0,楷,final_images/74150.png
806,府,kai/U+05E9C,赵构,1639,1639,0,楷,final_images/74151.png
806,府,kai/U+05E9C,赵构,1639,1639,0,楷,final_images/74152.png
644,府,kai/U+05E9C,祝允明,1639,1639,0,楷,final_images/74153.png
399,府,kai/U+05E9C,朱耷,1639,1639,0,楷,final_images/74154.png
405,府,kai/U+05E9C,李叔同,1639,1639,0,楷,final_images/74155.png
0,府,kai/U+05E9C,others,1639,1639,0,楷,final_images/74156.png
377,府,kai/U+05E9C,智永,1639,1639,0,楷,final_images/74157.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74207.png
801,府,li/U+05E9C,赵孟𫖯,1639,29743,4,隶,final_images/74208.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74209.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74210.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74211.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74212.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74213.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74214.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74215.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74216.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74217.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74218.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74219.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74220.png
0,府,li/U+05E9C,others,1639,29743,4,隶,final_images/74221.png
53,府,li/U+05E9C,何绍基,1639,29743,4,隶,final_images/74222.png
795,府,li/U+05E9C,赵之谦,1639,29743,4,隶,final_images/74223.png
0,度,kai/U+05EA6,others,1641,1641,0,楷,final_images/74241.png
716,度,kai/U+05EA6,萧显庆,1641,1641,0,楷,final_images/74242.png
308,度,kai/U+05EA6,张旭,1641,1641,0,楷,final_images/74243.png
479,度,kai/U+05EA6,欧阳询,1641,1641,0,楷,final_images/74244.png
742,度,kai/U+05EA6,薛稷,1641,1641,0,楷,final_images/74245.png
760,度,kai/U+05EA6,褚遂良,1641,1641,0,楷,final_images/74246.png
956,度,kai/U+05EA6,颜真卿,1641,1641,0,楷,final_images/74247.png
302,度,kai/U+05EA6,张即之,1641,1641,0,楷,final_images/74248.png
806,度,kai/U+05EA6,赵构,1641,1641,0,楷,final_images/74249.png
806,度,kai/U+05EA6,赵构,1641,1641,0,楷,final_images/74250.png
795,度,kai/U+05EA6,赵之谦,1641,1641,0,楷,final_images/74251.png
405,度,kai/U+05EA6,李叔同,1641,1641,0,楷,final_images/74252.png
405,度,kai/U+05EA6,李叔同,1641,1641,0,楷,final_images/74253.png
0,度,kai/U+05EA6,others,1641,1641,0,楷,final_images/74254.png
171,度,li/U+05EA6,吴叡,1641,29745,4,隶,final_images/74306.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74307.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74308.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74309.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74310.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74311.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74312.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74313.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74314.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74315.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74316.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74317.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74318.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74319.png
0,度,li/U+05EA6,others,1641,29745,4,隶,final_images/74320.png
108,度,li/U+05EA6,劉熊碑(趙之謙雙鈎本),1641,29745,4,隶,final_images/74321.png
960,度,li/U+05EA6,馬王堆帛書(趙之謙雙鈎本),1641,29745,4,隶,final_images/74322.png
53,度,li/U+05EA6,何绍基,1641,29745,4,隶,final_images/74323.png
795,度,li/U+05EA6,赵之谦,1641,29745,4,隶,final_images/74324.png
828,度,li/U+05EA6,邓石如,1641,29745,4,隶,final_images/74325.png
631,度,li/U+05EA6,睡虎地简牍,1641,29745,4,隶,final_images/74326.png
956,座,kai/U+05EA7,颜真卿,1642,1642,0,楷,final_images/74338.png
302,座,kai/U+05EA7,张即之,1642,1642,0,楷,final_images/74339.png
801,庫,kai/U+05EAB,赵孟𫖯,1644,1644,0,楷,final_images/74362.png
461,庫,kai/U+05EAB,柳公权,1644,1644,0,楷,final_images/74363.png
760,庫,kai/U+05EAB,褚遂良,1644,1644,0,楷,final_images/74364.png
795,庫,kai/U+05EAB,赵之谦,1644,1644,0,楷,final_images/74365.png
801,庭,kai/U+05EAD,赵孟𫖯,1645,1645,0,楷,final_images/74406.png
461,庭,kai/U+05EAD,柳公权,1645,1645,0,楷,final_images/74407.png
480,庭,kai/U+05EAD,欧阳通,1645,1645,0,楷,final_images/74408.png
760,庭,kai/U+05EAD,褚遂良,1645,1645,0,楷,final_images/74409.png
956,庭,kai/U+05EAD,颜真卿,1645,1645,0,楷,final_images/74410.png
797,庭,kai/U+05EAD,赵佶,1645,1645,0,楷,final_images/74411.png
0,庭,kai/U+05EAD,others,1645,1645,0,楷,final_images/74412.png
377,庭,kai/U+05EAD,智永,1645,1645,0,楷,final_images/74413.png
216,庭,li/U+05EAD,墨迹,1645,29749,4,隶,final_images/74450.png
216,庭,li/U+05EAD,墨迹,1645,29749,4,隶,final_images/74451.png
216,庭,li/U+05EAD,墨迹,1645,29749,4,隶,final_images/74452.png
801,庭,li/U+05EAD,赵孟𫖯,1645,29749,4,隶,final_images/74453.png
0,庭,li/U+05EAD,others,1645,29749,4,隶,final_images/74454.png
0,庭,li/U+05EAD,others,1645,29749,4,隶,final_images/74455.png
589,庭,li/U+05EAD,王澍,1645,29749,4,隶,final_images/74456.png
302,庵,kai/U+05EB5,张即之,1647,1647,0,楷,final_images/74482.png
302,庵,kai/U+05EB5,张即之,1647,1647,0,楷,final_images/74483.png
61,庵,li/U+05EB5,俞樾,1647,29751,4,隶,final_images/74494.png
479,庶,kai/U+05EB6,欧阳询,1648,1648,0,楷,final_images/74507.png
956,庶,kai/U+05EB6,颜真卿,1648,1648,0,楷,final_images/74508.png
797,庶,kai/U+05EB6,赵佶,1648,1648,0,楷,final_images/74509.png
364,庶,kai/U+05EB6,文彭,1648,1648,0,楷,final_images/74510.png
0,庶,kai/U+05EB6,others,1648,1648,0,楷,final_images/74511.png
310,庶,kai/U+05EB6,张照,1648,1648,0,楷,final_images/74512.png
801,庶,li/U+05EB6,赵孟𫖯,1648,29752,4,隶,final_images/74586.png
0,庶,li/U+05EB6,others,1648,29752,4,隶,final_images/74587.png
0,庶,li/U+05EB6,others,1648,29752,4,隶,final_images/74588.png
0,庶,li/U+05EB6,others,1648,29752,4,隶,final_images/74589.png
0,庶,li/U+05EB6,others,1648,29752,4,隶,final_images/74590.png
589,庶,li/U+05EB6,王澍,1648,29752,4,隶,final_images/74591.png
823,庶,li/U+05EB6,邓奎,1648,29752,4,隶,final_images/74592.png
0,康,kai/U+05EB7,others,1649,1649,0,楷,final_images/74605.png
0,康,kai/U+05EB7,others,1649,1649,0,楷,final_images/74606.png
956,康,kai/U+05EB7,颜真卿,1649,1649,0,楷,final_images/74607.png
517,康,kai/U+05EB7,沈尹默,1649,1649,0,楷,final_images/74608.png
377,康,kai/U+05EB7,智永,1649,1649,0,楷,final_images/74609.png
642,康,li/U+05EB7,碑刻,1649,29753,4,隶,final_images/74673.png
171,康,li/U+05EB7,吴叡,1649,29753,4,隶,final_images/74674.png
171,康,li/U+05EB7,吴叡,1649,29753,4,隶,final_images/74675.png
801,康,li/U+05EB7,赵孟𫖯,1649,29753,4,隶,final_images/74676.png
479,康,li/U+05EB7,欧阳询,1649,29753,4,隶,final_images/74677.png
0,康,li/U+05EB7,others,1649,29753,4,隶,final_images/74678.png
0,康,li/U+05EB7,others,1649,29753,4,隶,final_images/74679.png
0,康,li/U+05EB7,others,1649,29753,4,隶,final_images/74680.png
464,康,li/U+05EB7,桂馥,1649,29753,4,隶,final_images/74681.png
589,康,li/U+05EB7,王澍,1649,29753,4,隶,final_images/74682.png
994,康,li/U+05EB7,黄易,1649,29753,4,隶,final_images/74683.png
216,庸,kai/U+05EB8,墨迹,1650,1650,0,楷,final_images/74693.png
216,庸,kai/U+05EB8,墨迹,1650,1650,0,楷,final_images/74694.png
216,庸,kai/U+05EB8,墨迹,1650,1650,0,楷,final_images/74695.png
642,庸,kai/U+05EB8,碑刻,1650,1650,0,楷,final_images/74696.png
846,庸,kai/U+05EB8,郑述祖,1650,1650,0,楷,final_images/74697.png
130,庸,kai/U+05EB8,古文四声韵,1650,1650,0,楷,final_images/74698.png
130,庸,kai/U+05EB8,古文四声韵,1650,1650,0,楷,final_images/74699.png
171,庸,li/U+05EB8,吴叡,1650,29754,4,隶,final_images/74753.png
589,庸,li/U+05EB8,王澍,1650,29754,4,隶,final_images/74754.png
29,庾,kai/U+05EBE,丰坊,1651,1651,0,楷,final_images/74769.png
563,庾,kai/U+05EBE,王凝之,1651,1651,0,楷,final_images/74770.png
0,庾,li/U+05EBE,others,1651,29755,4,隶,final_images/74790.png
450,庾,li/U+05EBE,杨绳祖,1651,29755,4,隶,final_images/74791.png
866,廉,kai/U+05EC9,钟繇,1653,1653,0,楷,final_images/74827.png
801,廉,kai/U+05EC9,赵孟𫖯,1653,1653,0,楷,final_images/74828.png
760,廉,kai/U+05EC9,褚遂良,1653,1653,0,楷,final_images/74829.png
760,廉,kai/U+05EC9,褚遂良,1653,1653,0,楷,final_images/74830.png
922,廉,kai/U+05EC9,陸柬之,1653,1653,0,楷,final_images/74831.png
797,廉,kai/U+05EC9,赵佶,1653,1653,0,楷,final_images/74832.png
318,廉,kai/U+05EC9,张裕钊,1653,1653,0,楷,final_images/74833.png
399,廉,kai/U+05EC9,朱耷,1653,1653,0,楷,final_images/74834.png
377,廉,kai/U+05EC9,智永,1653,1653,0,楷,final_images/74835.png
0,廉,li/U+05EC9,others,1653,29757,4,隶,final_images/74871.png
171,廉,li/U+05EC9,吴叡,1653,29757,4,隶,final_images/74872.png
0,廉,li/U+05EC9,others,1653,29757,4,隶,final_images/74873.png
0,廉,li/U+05EC9,others,1653,29757,4,隶,final_images/74874.png
0,廉,li/U+05EC9,others,1653,29757,4,隶,final_images/74875.png
0,廉,li/U+05EC9,others,1653,29757,4,隶,final_images/74876.png
