filepath,character,script_name,script_id,calligrapher,calligrapher_id,character_id,glyph_id
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\同-草-唐-张旭-44291.png,同,草,2,张旭,308,830,20830
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\向-草-唐-张旭-44730.png,向,草,2,张旭,308,835,20835
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\吹-草-唐-张旭-45897.png,吹,草,2,张旭,308,852,20852
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\命-楷-唐-张旭-47323.png,命,楷,0,张旭,308,874,874
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\咸-楷-唐-张旭-48002.png,咸,楷,0,张旭,308,893,893
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\咸-楷-唐-张旭-48003.png,咸,楷,0,张旭,308,893,893
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\員-楷-唐-张旭-48482.png,員,楷,0,张旭,308,903,903
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\哥-草-唐-张旭-48521.png,哥,草,2,张旭,308,904,20904
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\哲-草-唐-张旭-48627.png,哲,草,2,张旭,308,908,20908
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\唐-楷-唐-张旭-48812.png,唐,楷,0,张旭,308,914,914
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\唐-草-唐-张旭-48833.png,唐,草,2,张旭,308,914,20914
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\啟-楷-唐-张旭-49542.png,啟,楷,0,张旭,308,933,933
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\善-楷-唐-张旭-49841.png,善,楷,0,张旭,308,937,937
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\喧-草-唐-张旭-50226.png,喧,草,2,张旭,308,950,20950
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\嗣-楷-唐-张旭-50895.png,嗣,楷,0,张旭,308,966,966
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\器-楷-唐-张旭-51820.png,器,楷,0,张旭,308,991,991
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\嚴-楷-唐-张旭-52191.png,嚴,楷,0,张旭,308,1002,1002
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\囂-草-唐-张旭-52313.png,囂,草,2,张旭,308,1005,21005
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\四-楷-唐-张旭-52677.png,四,楷,0,张旭,308,1010,1010
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\四-草-唐-张旭-52713.png,四,草,2,张旭,308,1010,21010
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\固-楷-唐-张旭-53221.png,固,楷,0,张旭,308,1019,1019
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\國-楷-唐-张旭-53457.png,國,楷,0,张旭,308,1026,1026
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\圖-楷-唐-张旭-53732.png,圖,楷,0,张旭,308,1031,1031
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\圗-楷-唐-张旭-53822.png,圗,楷,0,张旭,308,1032,1032
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\土-楷-唐-张旭-54079.png,土,楷,0,张旭,308,1035,1035
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\在-楷-唐-张旭-54252.png,在,楷,0,张旭,308,1037,1037
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\執-楷-唐-张旭-55842.png,執,楷,0,张旭,308,1081,1081
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\堪-草-唐-张旭-56344.png,堪,草,2,张旭,308,1094,21094
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\塋-楷-唐-张旭-56573.png,塋,楷,0,张旭,308,1103,1103
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\墓-楷-唐-张旭-57129.png,墓,楷,0,张旭,308,1125,1125
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\壁-楷-唐-张旭-57567.png,壁,楷,0,张旭,308,1139,1139
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\夙-楷-唐-张旭-59422.png,夙,楷,0,张旭,308,1179,1179
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\多-楷-唐-张旭-59639.png,多,楷,0,张旭,308,1180,1180
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\天-楷-唐-张旭-61012.png,天,楷,0,张旭,308,1186,1186
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\天-草-唐-张旭-61042.png,天,草,2,张旭,308,1186,21186
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\太-楷-唐-张旭-61153.png,太,楷,0,张旭,308,1187,1187
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\奏-楷-唐-张旭-62349.png,奏,楷,0,张旭,308,1204,1204
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\娘-草-唐-张旭-65664.png,娘,草,2,张旭,308,1277,21277
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\婺-楷-唐-张旭-66319.png,婺,楷,0,张旭,308,1296,1296
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\子-楷-唐-张旭-67854.png,子,楷,0,张旭,308,1332,1332
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\子-行-唐-张旭-67872.png,子,行,3,张旭,308,1332,31332
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\孝-楷-唐-张旭-68456.png,孝,楷,0,张旭,308,1341,1341
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\孫-草-唐-张旭-69127.png,孫,草,2,张旭,308,1348,21348
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\學-楷-唐-张旭-69346.png,學,楷,0,张旭,308,1354,1354
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\安-草-唐-张旭-70155.png,安,草,2,张旭,308,1365,21365
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\宗-楷-唐-张旭-70660.png,宗,楷,0,张旭,308,1371,1371
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\容-草-唐-张旭-72708.png,容,草,2,张旭,308,1393,21393
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\寅-楷-唐-张旭-73074.png,寅,楷,0,张旭,308,1400,1400
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\實-楷-唐-张旭-74149.png,實,楷,0,张旭,308,1422,1422
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\實-草-唐-张旭-74188.png,實,草,2,张旭,308,1422,21422
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\将-楷-唐-张旭-75389.png,将,楷,0,张旭,308,1443,1443
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\將-楷-唐-张旭-75554.png,將,楷,0,张旭,308,1444,1444
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\尉-楷-唐-张旭-75743.png,尉,楷,0,张旭,308,1446,1446
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\小-楷-唐-张旭-76228.png,小,楷,0,张旭,308,1452,1452
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\尸-楷-唐-张旭-77452.png,尸,楷,0,张旭,308,1468,1468
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\峨-楷-唐-张旭-79721.png,峨,楷,0,张旭,308,1517,1517
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\州-楷-唐-张旭-81195.png,州,楷,0,张旭,308,1559,1559
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\己-楷-唐-张旭-82213.png,己,楷,0,张旭,308,1571,1571
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\已-楷-唐-张旭-82295.png,已,楷,0,张旭,308,1572,1572
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\已-楷-唐-张旭-82296.png,已,楷,0,张旭,308,1572,1572
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\常-草-唐-张旭-84242.png,常,草,2,张旭,308,1604,21604
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\年-楷-唐-张旭-85232.png,年,楷,0,张旭,308,1618,1618
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\年-草-唐-张旭-85273.png,年,草,2,张旭,308,1618,21618
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\度-楷-唐-张旭-86477.png,度,楷,0,张旭,308,1641,1641
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\廢-草-唐-张旭-87498.png,廢,草,2,张旭,308,1666,21666
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\建-楷-唐-张旭-88049.png,建,楷,0,张旭,308,1676,1676
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\張-楷-唐-张旭-89897.png,張,楷,0,张旭,308,1710,1710
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\張-楷-唐-张旭-89900.png,張,楷,0,张旭,308,1710,1710
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\張-草-唐-张旭-89937.png,張,草,2,张旭,308,1710,21710
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\往-楷-唐-张旭-92515.png,往,楷,0,张旭,308,1747,1747
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\得-草-唐-张旭-93370.png,得,草,2,张旭,308,1760,21760
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\得-草-唐-张旭-93372.png,得,草,2,张旭,308,1760,21760
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\復-草-唐-张旭-94143.png,復,草,2,张旭,308,1768,21768
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\徴-楷-唐-张旭-94546.png,徴,楷,0,张旭,308,1772,1772
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\徵-楷-唐-张旭-94605.png,徵,楷,0,张旭,308,1773,1773
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\心-楷-唐-张旭-95172.png,心,楷,0,张旭,308,1778,1778
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\心-楷-唐-张旭-严仁墓志-40.png,心,楷,0,张旭,308,1778,1778
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\必-草-唐-张旭-95414.png,必,草,2,张旭,308,1779,21779
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\志-楷-唐-张旭-95699.png,志,楷,0,张旭,308,1786,1786
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\忘-楷-唐-张旭-95802.png,忘,楷,0,张旭,308,1787,1787
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\忽-草-唐-张旭-96236.png,忽,草,2,张旭,308,1799,21799
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\恐-楷-唐-张旭-97098.png,恐,楷,0,张旭,308,1826,1826
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\息-草-唐-张旭-97668.png,息,草,2,张旭,308,1843,21843
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\息-草-唐-张旭-97670.png,息,草,2,张旭,308,1843,21843
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\情-楷-唐-张旭-98679.png,情,楷,0,张旭,308,1874,1874
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\意-草-唐-张旭-99738.png,意,草,2,张旭,308,1908,21908
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\愼-楷-唐-张旭-100237.png,愼,楷,0,张旭,308,1922,1922
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\慎-楷-唐-张旭-100443.png,慎,楷,0,张旭,308,1933,1933
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\憲-楷-唐-张旭-97.png,憲,楷,0,张旭,308,1966,1966
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\成-楷-唐-张旭-1797.png,成,楷,0,张旭,308,1996,1996
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\我-楷-唐-张旭-2127.png,我,楷,0,张旭,308,1997,1997
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\或-楷-唐-张旭-2495.png,或,楷,0,张旭,308,2000,2000
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\所-楷-唐-张旭-3680.png,所,楷,0,张旭,308,2021,2021
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\所-楷-唐-张旭-3681.png,所,楷,0,张旭,308,2021,2021
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\投-楷-唐-张旭-4763.png,投,楷,0,张旭,308,2057,2057
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\抵-楷-唐-张旭-5101.png,抵,楷,0,张旭,308,2068,2068
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\持-楷-唐-张旭-5916.png,持,楷,0,张旭,308,2105,2105
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\捜-楷-唐-张旭-6595.png,捜,楷,0,张旭,308,2131,2131
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\排-楷-唐-张旭-6998.png,排,楷,0,张旭,308,2153,2153
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\接-楷-唐-张旭-7192.png,接,楷,0,张旭,308,2163,2163
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\推-楷-唐-张旭-7260.png,推,楷,0,张旭,308,2165,2165
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\搜-楷-唐-张旭-210.png,搜,楷,0,张旭,308,2196,2196
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\擔-草-唐-张旭-518.png,擔,草,2,张旭,308,2242,22242
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\政-楷-唐-张旭-1729.png,政,楷,0,张旭,308,2272,2272
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\敎-草-唐-张旭-2191.png,敎,草,2,张旭,308,2279,22279
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\教-草-唐-张旭-2611.png,教,草,2,张旭,308,2287,22287
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\文-楷-唐-张旭-4228.png,文,楷,0,张旭,308,2310,2310
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\新-楷-唐-张旭-4981.png,新,楷,0,张旭,308,2329,2329
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\既-草-唐-张旭-387.png,既,草,2,张旭,308,2356,22356
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\旣-草-唐-张旭-682.png,旣,草,2,张旭,308,2357,22357
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\日-行-唐-张旭-1096.png,日,行,3,张旭,308,2359,32359
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\旭-草-唐-张旭-1554.png,旭,草,2,张旭,308,2365,22365
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\昇-楷-唐-张旭-1832.png,昇,楷,0,张旭,308,2375,2375
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\春-草-唐-张旭-3057.png,春,草,2,张旭,308,2388,22388
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\昭-楷-唐-张旭-3235.png,昭,楷,0,张旭,308,2391,2391
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\是-楷-唐-张旭-3561.png,是,楷,0,张旭,308,2392,2392
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\是-草-唐-张旭-3594.png,是,草,2,张旭,308,2392,22392
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\時-楷-唐-张旭-3860.png,時,楷,0,张旭,308,2399,2399
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\晚-草-唐-张旭-118.png,晚,草,2,张旭,308,2407,22407
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\晩-草-唐-张旭-4620.png,晩,草,2,张旭,308,2417,22417
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\景-草-唐-张旭-4724.png,景,草,2,张旭,308,2419,22419
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\暎-草-唐-张旭-5039.png,暎,草,2,张旭,308,2432,22432
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\曰-楷-唐-张旭-6203.png,曰,楷,0,张旭,308,2461,2461
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\書-楷-唐-张旭-6670.png,書,楷,0,张旭,308,2467,2467
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\書-草-唐-张旭-6758.png,書,草,2,张旭,308,2467,22467
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\曽-楷-唐-张旭-6947.png,曽,楷,0,张旭,308,2470,2470
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\曾-楷-唐-张旭-7044.png,曾,楷,0,张旭,308,2471,2471
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\月-楷-唐-张旭-7762.png,月,楷,0,张旭,308,2477,2477
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\月-楷-唐-张旭-严仁墓志-47.png,月,楷,0,张旭,308,2477,2477
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\月-草-唐-张旭-7817.png,月,草,2,张旭,308,2477,22477
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\有-草-唐-张旭-8131.png,有,草,2,张旭,308,2478,22478
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\朋-楷-唐-张旭-8246.png,朋,楷,0,张旭,308,2479,2479
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\朝-楷-唐-张旭-8955.png,朝,楷,0,张旭,308,2489,2489
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\期-楷-唐-张旭-9048.png,期,楷,0,张旭,308,2490,2490
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\杞-楷-唐-张旭-10491.png,杞,楷,0,张旭,308,2519,2519
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\杭-楷-唐-张旭-10603.png,杭,楷,0,张旭,308,2524,2524
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\東-楷-唐-张旭-10836.png,東,楷,0,张旭,308,2526,2526
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\東-草-唐-张旭-10872.png,東,草,2,张旭,308,2526,22526
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\松-草-唐-张旭-11092.png,松,草,2,张旭,308,2533,22533
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\栖-楷-唐-张旭-12539.png,栖,楷,0,张旭,308,2590,2590
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\核-草-唐-张旭-12761.png,核,草,2,张旭,308,2596,22596
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\桃-草-唐-张旭-12988.png,桃,草,2,张旭,308,2603,22603
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\梓-楷-唐-张旭-13526.png,梓,楷,0,张旭,308,2620,2620
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\棘-草-唐-张旭-14049.png,棘,草,2,张旭,308,2643,22643
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\楊-楷-唐-张旭-14691.png,楊,楷,0,张旭,308,2669,2669
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\極-楷-唐-张旭-15371.png,極,楷,0,张旭,308,2687,2687
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\榮-楷-唐-张旭-15736.png,榮,楷,0,张旭,308,2700,2700
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\榮-楷-唐-张旭-15737.png,榮,楷,0,张旭,308,2700,2700
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\欒-楷-唐-张旭-17917.png,欒,楷,0,张旭,308,2769,2769
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\歧-楷-唐-张旭-19869.png,歧,楷,0,张旭,308,2806,2806
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\歲-楷-唐-张旭-20185.png,歲,楷,0,张旭,308,2810,2810
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\歳-楷-唐-张旭-20373.png,歳,楷,0,张旭,308,2811,2811
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\歿-楷-唐-张旭-20903.png,歿,楷,0,张旭,308,2817,2817
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\殁-楷-唐-张旭-20929.png,殁,楷,0,张旭,308,2818,2818
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\殫-楷-唐-张旭-21259.png,殫,楷,0,张旭,308,2830,2830
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\比-楷-唐-张旭-22832.png,比,楷,0,张旭,308,2854,2854
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\沉-楷-唐-张旭-25800.png,沉,楷,0,张旭,308,2916,2916
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\泣-楷-唐-张旭-27069.png,泣,楷,0,张旭,308,2957,2957
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\泥-草-唐-张旭-27103.png,泥,草,2,张旭,308,2958,22958
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\淑-草-唐-张旭-29250.png,淑,草,2,张旭,308,3052,23052
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\深-楷-唐-张旭-29687.png,深,楷,0,张旭,308,3070,3070
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\漢-草-唐-张旭-32681.png,漢,草,2,张旭,308,3167,23167
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\漢-草-唐-张旭-32682.png,漢,草,2,张旭,308,3167,23167
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\澤-楷-唐-张旭-33596.png,澤,楷,0,张旭,308,3207,3207
G:\GitHub\DiT\MCCD\MCCD\MCCD-Calligrapher\calligrapher_dataset\张旭\為-楷-唐-张旭-36072.png,為,楷,0,张旭,308,3280,3280
