base_ssim,best_mse,best_ssim,best_step,cfg,config_json,data,delta_ssim,diffusion,fails,lpips,model,mse,mse_median,mse_x4,n,per_script,protocol,run,series,skel_iou,source,ssim,ssim_mean,ssim_median,ssim_楷,ssim_行,ssim_隶,step
,,,,,,,,,,0.415044,,1.012147,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012875,eval_auto_v89,0.506877,,,,,,62500
,,,,,,,,,,0.414067,,1.008442,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.012998,eval_auto_v89,0.507681,,,,,,65000
,,,,,,,,,,0.412472,,1.002998,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013087,eval_auto_v89,0.509704,,,,,,67500
,,,,,,,,,,0.412014,,0.999724,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.0131,eval_auto_v89,0.510558,,,,,,70000
,,,,,,,,,,0.411882,,0.996682,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013292,eval_auto_v89,0.511221,,,,,,72500
,,,,,,,,,,0.411191,,0.994205,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013311,eval_auto_v89,0.511994,,,,,,75000
,,,,,,,,,,0.410959,,0.99512,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013374,eval_auto_v89,0.511607,,,,,,77500
,,,,,,,,,,0.411125,,0.994222,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013582,eval_auto_v89,0.511518,,,,,,80000
,,,,,,,,,,0.410539,,0.992527,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013411,eval_auto_v89,0.512609,,,,,,82500
,,,,,,,,,,0.409443,,0.991725,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013382,eval_auto_v89,0.513107,,,,,,85000
,,,,,,,,,,0.409281,,0.99041,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013477,eval_auto_v89,0.513495,,,,,,87500
,,,,,,,,,,0.408724,,0.987199,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013539,eval_auto_v89,0.514375,,,,,,90000
,,,,,,,,,,0.40849,,0.986516,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013492,eval_auto_v89,0.514282,,,,,,92500
,,,,,,,,,,0.408026,,0.982979,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013626,eval_auto_v89,0.514853,,,,,,95000
,,,,,,,,,,0.407468,,0.982763,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013802,eval_auto_v89,0.51515,,,,,,97500
,,,,,,,,,,0.407008,,0.982325,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013732,eval_auto_v89,0.51538,,,,,,100000
,,,,,,,,,,0.406485,,0.980035,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.013885,eval_auto_v89,0.515587,,,,,,102500
,,,,,,,,,,0.406137,,0.977801,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.014021,eval_auto_v89,0.516022,,,,,,105000
,,,,,,,,,,0.405501,,0.976029,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.014087,eval_auto_v89,0.516753,,,,,,107500
,,,,,,,,,,0.405806,,0.975967,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.014168,eval_auto_v89,0.516716,,,,,,110000
,,,,,,,,,,0.4057,,0.973337,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.01436,eval_auto_v89,0.517107,,,,,,112500
,,,,,,,,,,0.404943,,0.970536,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.014461,eval_auto_v89,0.518059,,,,,,115000
,,,,,,,,,,0.40416,,0.969029,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.014574,eval_auto_v89,0.51905,,,,,,117500
,,,,,,,,,,0.404138,,0.96963,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.014706,eval_auto_v89,0.51895,,,,,,120000
,,,,,,,,,,0.404372,,0.969528,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.014742,eval_auto_v89,0.518655,,,,,,122500
,,,,,,,,,,0.403928,,0.966273,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.014918,eval_auto_v89,0.519406,,,,,,125000
,,,,,,,,,,0.40364,,0.964603,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.014891,eval_auto_v89,0.519699,,,,,,127500
,,,,,,,,,,0.403229,,0.962056,,,500,,,assets/results/v9a_repa_pretrain/20260905-004106-v9a-repa-pretrain,v9a_repa_pretrain,0.01497,eval_auto_v89,0.520379,,,,,,130000
0.52499,,,,,,,0.200099,,,0.218375,,0.240874,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.208518,eval_auto_v89,0.725089,,,,,,2500
0.52499,,,,,,,0.202942,,,0.215552,,0.235873,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.217278,eval_auto_v89,0.727932,,,,,,5000
0.52499,,,,,,,0.208071,,,0.210583,,0.228513,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.229699,eval_auto_v89,0.733061,,,,,,7500
0.52499,,,,,,,0.212535,,,0.206805,,0.221555,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.247335,eval_auto_v89,0.737526,,,,,,10000
0.52499,,,,,,,0.218517,,,0.200564,,0.214307,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.266021,eval_auto_v89,0.743507,,,,,,12500
0.52499,,,,,,,0.223252,,,0.197768,,0.205512,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.282849,eval_auto_v89,0.748242,,,,,,15000
0.52499,,,,,,,0.227047,,,0.194748,,0.196214,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.294686,eval_auto_v89,0.752037,,,,,,17500
0.52499,,,,,,,0.230283,,,0.191908,,0.186759,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.305865,eval_auto_v89,0.755273,,,,,,20000
0.52499,,,,,,,0.230751,,,0.191632,,0.17764,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.317398,eval_auto_v89,0.755741,,,,,,22500
0.52499,,,,,,,0.232157,,,0.190377,,0.170038,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.321078,eval_auto_v89,0.757147,,,,,,25000
0.52499,,,,,,,0.231499,,,0.189642,,0.16387,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.321534,eval_auto_v89,0.756489,,,,,,27500
0.52499,,,,,,,0.232744,,,0.188723,,0.159698,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.323198,eval_auto_v89,0.757734,,,,,,30000
0.52499,,,,,,,0.233686,,,0.18771,,0.156831,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.326935,eval_auto_v89,0.758676,,,,,,32500
0.52499,,,,,,,0.234157,,,0.187302,,0.154928,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.328642,eval_auto_v89,0.759147,,,,,,35000
0.52499,,,,,,,0.233875,,,0.189515,,0.153214,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.327785,eval_auto_v89,0.758865,,,,,,37500
0.52499,,,,,,,0.23377,,,0.190278,,0.152369,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.328158,eval_auto_v89,0.75876,,,,,,40000
0.52499,,,,,,,0.234118,,,0.188627,,0.152207,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.329234,eval_auto_v89,0.759108,,,,,,42500
0.52499,,,,,,,0.234189,,,0.188522,,0.151965,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.331292,eval_auto_v89,0.759179,,,,,,45000
0.52499,,,,,,,0.233829,,,0.190832,,0.151366,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.331512,eval_auto_v89,0.758819,,,,,,47500
0.52499,,,,,,,0.233641,,,0.190917,,0.151385,,,100,,,assets/results/v9b_ctrl_strong/20260905-145643-v9b-ctrl-repa-strong,v9b_ctrl_repa_strong,0.331244,eval_auto_v89,0.758631,,,,,,50000
,,,,,,,,,,0.159378,,0.15848,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.425438,eval_auto_v89,0.785754,,,,,,25000
,,,,,,,,,,0.16052,,0.157032,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.417333,eval_auto_v89,0.784059,,,,,,27500
,,,,,,,,,,0.158433,,0.145728,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.415202,eval_auto_v89,0.787576,,,,,,30000
,,,,,,,,,,0.154058,,0.132782,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.435951,eval_auto_v89,0.79374,,,,,,32500
,,,,,,,,,,0.150258,,0.121553,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.446752,eval_auto_v89,0.800059,,,,,,35000
,,,,,,,,,,0.149697,,0.119478,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.446924,eval_auto_v89,0.801478,,,,,,37500
,,,,,,,,,,0.148173,,0.114503,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.451174,eval_auto_v89,0.805231,,,,,,40000
,,,,,,,,,,0.145561,,0.111062,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.452123,eval_auto_v89,0.809318,,,,,,42500
,,,,,,,,,,0.142267,,0.103039,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.457538,eval_auto_v89,0.814775,,,,,,45000
,,,,,,,,,,0.140971,,0.098871,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.456961,eval_auto_v89,0.81736,,,,,,47500
,,,,,,,,,,0.138044,,0.096642,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.46136,eval_auto_v89,0.820399,,,,,,50000
,,,,,,,,,,0.136678,,0.091652,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.463572,eval_auto_v89,0.822463,,,,,,52500
,,,,,,,,,,0.135306,,0.087778,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.463138,eval_auto_v89,0.823983,,,,,,55000
,,,,,,,,,,0.134353,,0.085265,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.461704,eval_auto_v89,0.825876,,,,,,57500
,,,,,,,,,,0.133335,,0.082584,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.46777,eval_auto_v89,0.828421,,,,,,60000
,,,,,,,,,,0.13107,,0.077632,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.47045,eval_auto_v89,0.831252,,,,,,62500
,,,,,,,,,,0.133411,,0.079226,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.464993,eval_auto_v89,0.827939,,,,,,65000
,,,,,,,,,,0.131934,,0.076761,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.469034,eval_auto_v89,0.829664,,,,,,67500
,,,,,,,,,,0.131333,,0.075076,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.469328,eval_auto_v89,0.83069,,,,,,70000
,,,,,,,,,,0.128519,,0.070842,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.472992,eval_auto_v89,0.834915,,,,,,72500
,,,,,,,,,,0.127861,,0.068708,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.469908,eval_auto_v89,0.836192,,,,,,75000
,,,,,,,,,,0.12662,,0.063303,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.469053,eval_auto_v89,0.838135,,,,,,80000
,,,,,,,,,,0.125898,,0.06068,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.470624,eval_auto_v89,0.838344,,,,,,85000
,,,,,,,,,,0.124718,,0.05846,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.471229,eval_auto_v89,0.840826,,,,,,90000
,,,,,,,,,,0.124473,,0.057466,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.47198,eval_auto_v89,0.841141,,,,,,92500
,,,,,,,,,,0.123944,,0.056951,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.469139,eval_auto_v89,0.842176,,,,,,95000
,,,,,,,,,,0.123612,,0.056455,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.470889,eval_auto_v89,0.84297,,,,,,100000
,,,,,,,,,,0.123228,,0.055272,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.47258,eval_auto_v89,0.843583,,,,,,102500
,,,,,,,,,,0.122644,,0.054082,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.473089,eval_auto_v89,0.844418,,,,,,105000
,,,,,,,,,,0.121962,,0.051628,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.476313,eval_auto_v89,0.84583,,,,,,110000
,,,,,,,,,,0.121827,,0.05158,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.479065,eval_auto_v89,0.846029,,,,,,112500
,,,,,,,,,,0.121795,,0.051709,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.476758,eval_auto_v89,0.846219,,,,,,115000
,,,,,,,,,,0.121821,,0.052108,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.477617,eval_auto_v89,0.846264,,,,,,117500
,,,,,,,,,,0.121629,,0.051764,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.476999,eval_auto_v89,0.846611,,,,,,120000
,,,,,,,,,,0.121291,,0.05082,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.478685,eval_auto_v89,0.847265,,,,,,122500
,,,,,,,,,,0.121099,,0.050325,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.476379,eval_auto_v89,0.847527,,,,,,125000
,,,,,,,,,,0.121112,,0.050452,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.47723,eval_auto_v89,0.847613,,,,,,127500
,,,,,,,,,,0.121678,,0.052466,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.477008,eval_auto_v89,0.846921,,,,,,130000
,,,,,,,,,,0.121421,,0.051878,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.476472,eval_auto_v89,0.847154,,,,,,132500
,,,,,,,,,,0.121087,,0.050582,,,100,,,assets/results/v10a_skel_cond_pretrain/20260906-054549-v10a-skel-cond-pretrain,v10a_skel_cond_pretrain,0.479229,eval_auto_v89,0.847608,,,,,,135000
